teochew,puj,mandarin,note
嗷嗷𰇼,ngau7-ngau7-tsham1,,低声呢喃的样子
嗐嗐𰇼,hainn7-hainn7-tsham1,,低声呢喃的样子
滒滒溶,ko1-ko1-ionn5,,黏黏糊糊的样子
嗒嗒滴,tap8-tap8-tih,,滴水的样子
***,tong6-tong6-hinn3,,甩动的样子
***,niauh8-niauh8-nng3,,蠕动的样子
***,huainnh8-huainnh8-soh4,,心神不宁地动来动去的样子
***,lah8-lah8-so1,,闲庭信步的样子
***,pha1-pha1-phin5,,身体失去平衡的样子
***,phih8-phih8-puah8,,摇摇欲坠的样子
***,lok4-lok4-khuann3,,装在容器中的物品相互撞击的样子
***,kok4-kok4-kim1,,眼睛炯炯有神的样子
***,hv7-hv7-khiu7,,瑟瑟发抖的样子
